,complements,substitutes,frequency_dict,context_dict
1990,"['personality', 'spiritual', 'organisation', 'politics', 'emotional', 'leadership', 'intelligence', 'regulation', 'reform', 'organizations', 'transformation', 'contemporary', 'global', 'intellectual', 'medicine', 'hierarchy', 'socialist', 'revolution', 'psychology', 'realm', 'psychological', 'enterprise', 'democratic', 'security', 'discipline', 'housing', 'institution', 'movements']","['movements', 'institution', 'housing', 'discipline', 'security', 'democratic', 'enterprise', 'psychological', 'realm', 'psychology', 'revolution', 'socialist', 'hierarchy', 'medicine', 'intellectual', 'contemporary', 'global', 'transformation', 'organizations', 'reform', 'regulation', 'intelligence', 'leadership', 'emotional', 'politics', 'organisation', 'spiritual', 'personality']","{'hierarchy': (0.7775834798812866, 100), 'democratic': (0.7583986520767212, 121), 'reform': (0.7415671348571777, 204), 'psychology': (0.7415390014648438, 112), 'organisation': (0.7405500411987305, 163), 'medicine': (0.7376943230628967, 103), 'personality': (0.7317914962768555, 141), 'discipline': (0.7224025726318359, 130), 'security': (0.7213007211685181, 371), 'politics': (0.7209707498550415, 348), 'intellectual': (0.7157450914382935, 161), 'contemporary': (0.7143740653991699, 143), 'enterprise': (0.7108094692230225, 129), 'spiritual': (0.7097442150115967, 143), 'socialist': (0.7076033353805542, 115), 'global': (0.7044588327407837, 139), 'movements': (0.7020550966262817, 175), 'leadership': (0.7012579441070557, 155), 'regulation': (0.6953567266464233, 108), 'psychological': (0.6952905654907227, 122), 'organizations': (0.6902934312820435, 119), 'housing': (0.6885613799095154, 166), 'emotional': (0.687347412109375, 106), 'intelligence': (0.6867486834526062, 103), 'realm': (0.6861053705215454, 177), 'transformation': (0.6855806112289429, 148), 'institution': (0.6855648159980774, 124), 'revolution': (0.68485426902771, 333)}","{'hierarchy': 0.008, 'democratic': -0.102, 'reform': 0.053, 'psychology': -0.068, 'organisation': 0.226, 'medicine': 0.012, 'personality': 0.474, 'discipline': -0.136, 'security': -0.132, 'politics': 0.19, 'intellectual': 0.021, 'contemporary': 0.022, 'enterprise': -0.091, 'spiritual': 0.431, 'socialist': -0.006, 'global': 0.022, 'movements': -0.413, 'leadership': 0.109, 'regulation': 0.096, 'psychological': -0.073, 'organizations': 0.04, 'housing': -0.143, 'emotional': 0.165, 'intelligence': 0.102, 'realm': -0.07, 'transformation': 0.027, 'institution': -0.147, 'revolution': -0.009}"
1939,"['religion', 'science', 'unity', 'organization', 'tradition', 'Christianity', 'civilization', 'commerce', 'personality', 'masses', 'programme', 'evolution', 'institution', 'colony', 'depression', 'humanity', 'politics', 'machinery', 'society', 'poverty', 'culture', 'economy', 'reality']","['reality', 'economy', 'culture', 'poverty', 'society', 'machinery', 'politics', 'humanity', 'depression', 'colony', 'institution', 'evolution', 'programme', 'masses', 'personality', 'commerce', 'civilization', 'Christianity', 'tradition', 'organization', 'science', 'unity', 'religion']","{'civilization': (0.7471631765365601, 128), 'economy': (0.7223556041717529, 133), 'colony': (0.7176750898361206, 113), 'culture': (0.7165002226829529, 205), 'humanity': (0.7148553133010864, 115), 'politics': (0.7117248177528381, 282), 'organization': (0.7103554010391235, 203), 'programme': (0.703952431678772, 100), 'Christianity': (0.6960093975067139, 168), 'poverty': (0.6929104924201965, 107), 'tradition': (0.6920865774154663, 226), 'science': (0.6913822889328003, 460), 'depression': (0.6820687651634216, 102), 'commerce': (0.6794994473457336, 152), 'religion': (0.677754282951355, 545), 'evolution': (0.676665186882019, 176), 'institution': (0.6751748919487, 132), 'machinery': (0.6751445531845093, 140), 'reality': (0.6734281778335571, 342), 'society': (0.6709784269332886, 697), 'masses': (0.6696420907974243, 188), 'unity': (0.6693379878997803, 296), 'personality': (0.6686528921127319, 130)}","{'civilization': 0.62, 'economy': -0.9, 'colony': -0.074, 'culture': -0.834, 'humanity': -0.104, 'politics': -0.135, 'organization': 0.844, 'programme': 0.054, 'Christianity': 0.662, 'poverty': -0.673, 'tradition': 0.694, 'science': 0.886, 'depression': -0.091, 'commerce': 0.549, 'religion': 0.935, 'evolution': -0.043, 'institution': -0.065, 'machinery': -0.184, 'reality': -0.914, 'society': -0.188, 'masses': 0.104, 'unity': 0.886, 'personality': 0.304}"
1925,"['organization', 'department']","['department', 'organization']","{'organization': (0.8293912410736084, 100), 'department': (0.8063648343086243, 109)}","{'organization': 0.058, 'department': -0.181}"
1910,[],[],{},{}
1944,"['customs', 'culture', 'nation', 'independence', 'interpretation', 'poetry', 'preservation', 'philosophy', 'institution', 'requirements', 'selection', 'politics', 'Christianity', 'civilization', 'tradition', 'resources', 'personality', 'programme', 'science', 'religion', 'environment', 'purely', 'democratic', 'humanity', 'organization', 'unity', 'planning', 'masters', 'activity', 'scientific', 'society', 'realm', 'agriculture', 'restoration', 'viz', 'structure', 'prosperity', 'economy', 'sciences', 'style', 'evolution', 'universe', 'security', 'mankind', 'reality', 'welfare']","['welfare', 'reality', 'mankind', 'security', 'universe', 'evolution', 'style', 'sciences', 'economy', 'prosperity', 'structure', 'viz', 'restoration', 'agriculture', 'realm', 'society', 'scientific', 'activity', 'masters', 'unity', 'planning', 'organization', 'humanity', 'democratic', 'environment', 'purely', 'religion', 'science', 'programme', 'personality', 'resources', 'tradition', 'civilization', 'Christianity', 'politics', 'selection', 'requirements', 'institution', 'philosophy', 'preservation', 'poetry', 'interpretation', 'independence', 'nation', 'culture', 'customs']","{'politics': (0.720846951007843, 245), 'environment': (0.7035077810287476, 152), 'culture': (0.7034241557121277, 187), 'unity': (0.701702892780304, 290), 'security': (0.7007066607475281, 311), 'humanity': (0.7006107568740845, 135), 'economy': (0.6988197565078735, 204), 'realm': (0.6892949342727661, 140), 'organization': (0.6882637739181519, 251), 'prosperity': (0.6848745346069336, 133), 'tradition': (0.6818387508392334, 242), 'poetry': (0.6813795566558838, 254), 'science': (0.6776150465011597, 532), 'religion': (0.6765121221542358, 591), 'civilization': (0.6729971766471863, 124), 'reality': (0.6690306663513184, 267), 'restoration': (0.6683709621429443, 113), 'preservation': (0.6622126698493958, 115), 'sciences': (0.6619692444801331, 110), 'nation': (0.6598837375640869, 930), 'selection': (0.6590467691421509, 116), 'philosophy': (0.6581571698188782, 260), 'Christianity': (0.6570296883583069, 128), 'mankind': (0.6512535810470581, 203), 'evolution': (0.6430386304855347, 153), 'democratic': (0.6411573886871338, 138), 'institution': (0.6380329132080078, 123), 'planning': (0.6378484964370728, 102), 'programme': (0.6377385258674622, 107), 'universe': (0.6373425722122192, 225), 'personality': (0.6368041634559631, 136), 'scientific': (0.6350740194320679, 228), 'interpretation': (0.6350235342979431, 190), 'independence': (0.6345062255859375, 266), 'requirements': (0.6333750486373901, 186), 'viz': (0.6328632831573486, 118), 'agriculture': (0.6258738040924072, 144), 'activity': (0.6249465942382812, 254), 'society': (0.6246955394744873, 833), 'purely': (0.6221953630447388, 108), 'customs': (0.6219896078109741, 104), 'structure': (0.620790958404541, 533), 'style': (0.6204795837402344, 277), 'masters': (0.6204662322998047, 113), 'resources': (0.6192576289176941, 308), 'welfare': (0.6186821460723877, 265)}","{'politics': 0.136, 'environment': 0.009, 'culture': 0.392, 'unity': -0.03, 'security': -0.423, 'humanity': -0.008, 'economy': -0.194, 'realm': -0.107, 'organization': -0.021, 'prosperity': -0.183, 'tradition': 0.055, 'poetry': 0.31, 'science': 0.03, 'religion': 0.013, 'civilization': 0.098, 'reality': -0.462, 'restoration': -0.156, 'preservation': 0.304, 'sciences': -0.2, 'nation': 0.378, 'selection': 0.228, 'philosophy': 0.296, 'Christianity': 0.132, 'mankind': -0.441, 'evolution': -0.334, 'democratic': 0.007, 'institution': 0.234, 'planning': -0.03, 'programme': 0.034, 'universe': -0.366, 'personality': 0.038, 'scientific': -0.074, 'interpretation': 0.313, 'independence': 0.372, 'requirements': 0.23, 'viz': -0.167, 'agriculture': -0.132, 'activity': -0.069, 'society': -0.075, 'purely': 0.009, 'customs': 0.427, 'structure': -0.17, 'style': -0.231, 'masters': -0.058, 'resources': 0.041, 'welfare': -0.655}"
1940,"['equality', 'nation', 'concept', 'personality', 'economy', 'humanity', 'reform', 'organisation', 'symbol', 'factory', 'culture', 'environment', 'evolution', 'politics', 'unity', 'intellectual', 'religion', 'democratic', 'Christianity', 'organization']","['organization', 'Christianity', 'democratic', 'religion', 'intellectual', 'unity', 'politics', 'evolution', 'environment', 'culture', 'factory', 'symbol', 'organisation', 'reform', 'humanity', 'economy', 'personality', 'concept', 'nation', 'equality']","{'humanity': (0.7360085248947144, 129), 'personality': (0.7241337299346924, 114), 'culture': (0.7030186057090759, 162), 'Christianity': (0.6998950839042664, 119), 'democratic': (0.6973492503166199, 118), 'reform': (0.6959847807884216, 132), 'symbol': (0.6907544732093811, 114), 'unity': (0.6882556676864624, 276), 'equality': (0.6866360902786255, 111), 'economy': (0.6866039633750916, 116), 'religion': (0.6782218217849731, 597), 'factory': (0.6743901968002319, 101), 'concept': (0.6717145442962646, 102), 'nation': (0.6708892583847046, 724), 'evolution': (0.6692487001419067, 163), 'environment': (0.6670335531234741, 133), 'organization': (0.6647796630859375, 247), 'organisation': (0.664710521697998, 107), 'intellectual': (0.6640257239341736, 127), 'politics': (0.6636720895767212, 224)}","{'humanity': 0.463, 'personality': 0.571, 'culture': 0.083, 'Christianity': -0.631, 'democratic': -0.594, 'reform': 0.156, 'symbol': 0.136, 'unity': -0.024, 'equality': 0.744, 'economy': 0.556, 'religion': -0.282, 'factory': 0.088, 'concept': 0.594, 'nation': 0.634, 'evolution': 0.055, 'environment': 0.058, 'organization': -0.759, 'organisation': 0.147, 'intellectual': -0.179, 'politics': 0.035}"
1945,"['concept', 'preservation', 'reform', 'society', 'organization', 'restoration', 'organisation', 'economy', 'humanity', 'security', 'reality', 'universe', 'domestic', 'unity', 'culture', 'sovereignty', 'personality', 'maintenance', 'evolution', 'management', 'colony', 'symbol']","['symbol', 'colony', 'management', 'evolution', 'maintenance', 'personality', 'sovereignty', 'culture', 'unity', 'domestic', 'universe', 'reality', 'security', 'humanity', 'economy', 'organisation', 'restoration', 'organization', 'society', 'reform', 'preservation', 'concept']","{'sovereignty': (0.7619116306304932, 110), 'humanity': (0.752753734588623, 118), 'reform': (0.7516951560974121, 113), 'universe': (0.7422170042991638, 186), 'personality': (0.7348310947418213, 116), 'organization': (0.7257645130157471, 210), 'security': (0.721949577331543, 296), 'reality': (0.7211860418319702, 271), 'culture': (0.7206763625144958, 169), 'preservation': (0.7199167609214783, 110), 'organisation': (0.7184523344039917, 131), 'domestic': (0.7181577086448669, 109), 'economy': (0.7153860926628113, 171), 'management': (0.7145577669143677, 213), 'maintenance': (0.7129985094070435, 281), 'restoration': (0.7119245529174805, 115), 'unity': (0.7050095796585083, 289), 'concept': (0.7023124098777771, 108), 'colony': (0.7017325758934021, 119), 'evolution': (0.6999633312225342, 129), 'symbol': (0.6948606967926025, 102), 'society': (0.6914893388748169, 701)}","{'sovereignty': -0.059, 'humanity': 0.004, 'reform': 0.088, 'universe': -0.013, 'personality': -0.061, 'organization': 0.073, 'security': -0.002, 'reality': -0.005, 'culture': -0.041, 'preservation': 0.097, 'organisation': 0.043, 'domestic': -0.021, 'economy': 0.017, 'management': -0.103, 'maintenance': -0.068, 'restoration': 0.068, 'unity': -0.023, 'concept': 0.232, 'colony': -0.152, 'evolution': -0.099, 'symbol': -0.335, 'society': 0.086}"
1969,"['politics', 'identity', 'organization', 'symbol', 'welfare', 'survival', 'colony', 'security', 'organisation', 'tradition', 'medicine', 'humanity']","['humanity', 'medicine', 'tradition', 'organisation', 'security', 'colony', 'survival', 'welfare', 'symbol', 'organization', 'identity', 'politics']","{'organisation': (0.7536550164222717, 130), 'welfare': (0.752422571182251, 180), 'organization': (0.740649402141571, 331), 'humanity': (0.7386187314987183, 111), 'symbol': (0.7335959076881409, 116), 'identity': (0.7291398048400879, 132), 'security': (0.7271517515182495, 261), 'medicine': (0.7247580289840698, 102), 'tradition': (0.7202465534210205, 259), 'survival': (0.718728244304657, 113), 'politics': (0.7182410955429077, 264), 'colony': (0.7177534103393555, 102)}","{'organisation': -0.71, 'welfare': -0.005, 'organization': 0.074, 'humanity': -0.87, 'symbol': 0.024, 'identity': 0.727, 'security': -0.604, 'medicine': -0.852, 'tradition': -0.801, 'survival': -0.094, 'politics': 0.78, 'colony': -0.204}"
1973,"['depression', 'restoration', 'program', 'politics', 'personality', 'institution', 'sciences', 'security', 'welfare', 'organisation', 'prosperity', 'discipline', 'religion', 'department', 'technology', 'intellectual', 'perception', 'organization', 'symbol', 'stability', 'science', 'survival', 'logic', 'colony']","['colony', 'logic', 'survival', 'science', 'stability', 'symbol', 'organization', 'perception', 'technology', 'intellectual', 'department', 'discipline', 'religion', 'prosperity', 'organisation', 'welfare', 'security', 'sciences', 'institution', 'personality', 'program', 'politics', 'restoration', 'depression']","{'prosperity': (0.7716169357299805, 104), 'stability': (0.7640873193740845, 130), 'personality': (0.7444771528244019, 176), 'organisation': (0.7438310384750366, 132), 'discipline': (0.7430136203765869, 103), 'technology': (0.7421178817749023, 134), 'colony': (0.7367879152297974, 100), 'symbol': (0.7300593852996826, 119), 'organization': (0.7295923233032227, 332), 'perception': (0.7275022268295288, 111), 'department': (0.7259836792945862, 124), 'restoration': (0.7257674932479858, 107), 'science': (0.7222179770469666, 481), 'institution': (0.7204852104187012, 124), 'sciences': (0.7185599207878113, 146), 'program': (0.715912938117981, 143), 'intellectual': (0.7138554453849792, 148), 'religion': (0.7131671905517578, 385), 'security': (0.7127664089202881, 286), 'logic': (0.7092255353927612, 107), 'depression': (0.709135890007019, 100), 'politics': (0.7089346051216125, 276), 'survival': (0.7080162763595581, 130), 'welfare': (0.7065913677215576, 206)}","{'prosperity': 0.107, 'stability': -0.188, 'personality': 0.222, 'organisation': 0.119, 'discipline': 0.083, 'technology': -0.017, 'colony': -0.289, 'symbol': -0.183, 'organization': -0.058, 'perception': -0.052, 'department': 0.008, 'restoration': 0.275, 'science': -0.24, 'institution': 0.215, 'sciences': 0.193, 'program': 0.227, 'intellectual': -0.017, 'religion': 0.083, 'security': 0.19, 'logic': -0.26, 'depression': 0.342, 'politics': 0.227, 'survival': -0.241, 'welfare': 0.141}"
2003,"['constitutional', 'regulation', 'constitution', 'autonomy', 'exclusion', 'sovereignty', 'monetary', 'nuclear', 'discourse', 'politics', 'institutions', 'insurance', 'institution', 'integration', 'discipline', 'technological', 'stability', 'resource', 'intellectual', 'ownership', 'enterprise', 'security', 'democratic', 'organisation', 'personality', 'agency', 'reform', 'intelligence', 'institutional', 'organization', 'administrative', 'justice', 'harmony', 'maintenance', 'worker', 'agriculture']","['agriculture', 'worker', 'maintenance', 'harmony', 'justice', 'administrative', 'organization', 'institutional', 'reform', 'intelligence', 'agency', 'personality', 'organisation', 'democratic', 'security', 'enterprise', 'ownership', 'intellectual', 'resource', 'stability', 'technological', 'discipline', 'integration', 'institution', 'insurance', 'institutions', 'politics', 'discourse', 'monetary', 'nuclear', 'sovereignty', 'exclusion', 'autonomy', 'constitution', 'regulation', 'constitutional']","{'institution': (0.7277294397354126, 135), 'democratic': (0.7205238938331604, 162), 'reform': (0.7192699909210205, 222), 'stability': (0.7189230918884277, 153), 'enterprise': (0.711567759513855, 105), 'constitutional': (0.7049894332885742, 102), 'sovereignty': (0.7014564871788025, 103), 'security': (0.7000797986984253, 385), 'administrative': (0.6927955150604248, 103), 'ownership': (0.6858799457550049, 129), 'organisation': (0.6831269264221191, 201), 'discourse': (0.6774283051490784, 179), 'autonomy': (0.6769822239875793, 105), 'agency': (0.6739174723625183, 107), 'justice': (0.6732559204101562, 494), 'intelligence': (0.6712183952331543, 135), 'regulation': (0.6707751750946045, 153), 'organization': (0.6697641611099243, 458), 'resource': (0.6660493612289429, 115), 'institutional': (0.6653679609298706, 124), 'exclusion': (0.6626341938972473, 101), 'monetary': (0.6622611284255981, 105), 'insurance': (0.6620731949806213, 121), 'worker': (0.6603499054908752, 104), 'personality': (0.6578788757324219, 134), 'agriculture': (0.6574440002441406, 117), 'integration': (0.6568974256515503, 170), 'harmony': (0.6562744379043579, 111), 'intellectual': (0.6552413105964661, 219), 'institutions': (0.6543145179748535, 424), 'maintenance': (0.6537096500396729, 202), 'constitution': (0.6534993648529053, 195), 'technological': (0.6530864238739014, 111), 'discipline': (0.6513593196868896, 138), 'politics': (0.6495246291160583, 443), 'nuclear': (0.6494984030723572, 170)}","{'institution': 0.126, 'democratic': -0.074, 'reform': -0.129, 'stability': 0.051, 'enterprise': -0.012, 'constitutional': 0.369, 'sovereignty': 0.282, 'security': -0.025, 'administrative': -0.15, 'ownership': -0.005, 'organisation': -0.084, 'discourse': 0.232, 'autonomy': 0.303, 'agency': -0.119, 'justice': -0.18, 'intelligence': -0.129, 'regulation': 0.332, 'organization': -0.143, 'resource': 0.02, 'institutional': -0.134, 'exclusion': 0.287, 'monetary': 0.253, 'insurance': 0.143, 'worker': -0.447, 'personality': -0.109, 'agriculture': -0.456, 'integration': 0.121, 'harmony': -0.219, 'intellectual': 0.002, 'institutions': 0.163, 'maintenance': -0.432, 'constitution': 0.307, 'technological': 0.056, 'discipline': 0.081, 'politics': 0.228, 'nuclear': 0.253}"
1959,"['universe', 'organization', 'unity', 'democratic', 'religion', 'objective', 'culture', 'preservation', 'machinery', 'economy']","['economy', 'machinery', 'preservation', 'culture', 'objective', 'religion', 'democratic', 'unity', 'organization', 'universe']","{'organization': (0.7454240322113037, 195), 'democratic': (0.7209733724594116, 103), 'machinery': (0.7171779274940491, 105), 'unity': (0.7141062021255493, 262), 'economy': (0.7126080393791199, 302), 'culture': (0.7123278379440308, 226), 'universe': (0.7094307541847229, 254), 'objective': (0.7086129188537598, 108), 'religion': (0.7082149982452393, 577), 'preservation': (0.7019643783569336, 106)}","{'organization': 0.705, 'democratic': 0.604, 'machinery': -0.527, 'unity': 0.605, 'economy': -0.647, 'culture': -0.171, 'universe': 0.723, 'objective': -0.066, 'religion': -0.002, 'preservation': -0.451}"
1966,"['organisation', 'organization', 'stability', 'drama', 'intelligence', 'culture', 'personality', 'Christianity']","['Christianity', 'personality', 'culture', 'intelligence', 'drama', 'stability', 'organization', 'organisation']","{'organisation': (0.7855108380317688, 100), 'drama': (0.7817503809928894, 102), 'organization': (0.7619376182556152, 231), 'culture': (0.7618376612663269, 250), 'stability': (0.7605693340301514, 122), 'Christianity': (0.7523212432861328, 150), 'personality': (0.7369322180747986, 151), 'intelligence': (0.734438419342041, 111)}","{'organisation': 0.672, 'drama': 0.01, 'organization': 0.154, 'culture': -0.29, 'stability': 0.045, 'Christianity': -0.599, 'personality': -0.553, 'intelligence': -0.067}"
1915,[],[],{},{}
1942,"['weakness', 'ideal', 'organization', 'evolution', 'unity', 'commercial', 'legal', 'activity', 'historical', 'tradition', 'enterprise', 'independence', 'concept', 'criticism', 'security', 'equality', 'discipline', 'personality', 'representation', 'democratic', 'conscience', 'mankind', 'civilization', 'programme', 'religion', 'reform', 'humanity', 'politics', 'institutions', 'preservation', 'Christianity', 'violence', 'sciences', 'organisation', 'culture', 'economy']","['economy', 'culture', 'organisation', 'sciences', 'violence', 'Christianity', 'preservation', 'institutions', 'politics', 'humanity', 'reform', 'religion', 'programme', 'mankind', 'civilization', 'conscience', 'democratic', 'representation', 'personality', 'equality', 'discipline', 'security', 'criticism', 'concept', 'independence', 'enterprise', 'tradition', 'legal', 'activity', 'historical', 'commercial', 'unity', 'evolution', 'organization', 'ideal', 'weakness']","{'reform': (0.7033916711807251, 111), 'humanity': (0.6976203918457031, 105), 'personality': (0.6904839277267456, 144), 'democratic': (0.672150731086731, 177), 'equality': (0.6707583069801331, 146), 'ideal': (0.6701291799545288, 169), 'unity': (0.6683089137077332, 294), 'mankind': (0.6682590246200562, 209), 'organization': (0.665752112865448, 270), 'economy': (0.6630122661590576, 178), 'concept': (0.6525312066078186, 125), 'enterprise': (0.6512075662612915, 132), 'representation': (0.6501721143722534, 107), 'civilization': (0.648054838180542, 138), 'Christianity': (0.6391399502754211, 149), 'organisation': (0.6384678483009338, 110), 'culture': (0.636411726474762, 231), 'discipline': (0.6358209848403931, 113), 'institutions': (0.6340008974075317, 180), 'religion': (0.6338833570480347, 528), 'evolution': (0.6317726373672485, 166), 'legal': (0.6312471628189087, 177), 'activity': (0.6286748051643372, 317), 'independence': (0.6265010833740234, 250), 'preservation': (0.6264508366584778, 116), 'conscience': (0.6238031387329102, 131), 'commercial': (0.622990608215332, 158), 'sciences': (0.6228419542312622, 105), 'politics': (0.6225005388259888, 280), 'historical': (0.6215730905532837, 175), 'violence': (0.6213032007217407, 145), 'weakness': (0.6212283372879028, 132), 'programme': (0.6197787523269653, 108), 'tradition': (0.6195344924926758, 196), 'security': (0.6191822290420532, 273), 'criticism': (0.618145227432251, 140)}","{'reform': -0.103, 'humanity': -0.104, 'personality': 0.013, 'democratic': -0.039, 'equality': 0.018, 'ideal': 0.283, 'unity': 0.172, 'mankind': -0.057, 'organization': 0.194, 'economy': -0.667, 'concept': 0.065, 'enterprise': 0.086, 'representation': -0.02, 'civilization': -0.057, 'Christianity': -0.164, 'organisation': -0.416, 'culture': -0.453, 'discipline': 0.018, 'institutions': -0.133, 'religion': -0.073, 'evolution': 0.176, 'legal': 0.14, 'activity': 0.14, 'independence': 0.084, 'preservation': -0.145, 'conscience': -0.053, 'commercial': 0.141, 'sciences': -0.206, 'politics': -0.122, 'historical': 0.14, 'violence': -0.184, 'weakness': 0.462, 'programme': -0.062, 'tradition': 0.113, 'security': 0.041, 'criticism': 0.05}"
1951,"['humanity', 'civilization', 'hero', 'culture', 'climate', 'drama', 'organization', 'personality']","['personality', 'organization', 'drama', 'climate', 'culture', 'hero', 'civilization', 'humanity']","{'drama': (0.765232503414154, 144), 'civilization': (0.7506388425827026, 102), 'culture': (0.7477945685386658, 168), 'climate': (0.7463727593421936, 108), 'humanity': (0.7442231774330139, 130), 'organization': (0.7421531677246094, 161), 'personality': (0.7320329546928406, 127), 'hero': (0.7310587763786316, 115)}","{'drama': -0.069, 'civilization': 0.489, 'culture': 0.041, 'climate': -0.015, 'humanity': 0.539, 'organization': -0.207, 'personality': -0.53, 'hero': 0.383}"
1901,[],[],{},{}
1930,"['reform', 'culture']","['culture', 'reform']","{'reform': (0.7831383943557739, 120), 'culture': (0.7812793254852295, 133)}","{'reform': 0.755, 'culture': 0.162}"
1967,"['organization', 'stability', 'humanity', 'management', 'culture', 'educational', 'policies', 'organisation', 'machinery', 'organ', 'politics', 'drama', 'reform']","['reform', 'drama', 'politics', 'organ', 'machinery', 'organisation', 'policies', 'educational', 'culture', 'management', 'humanity', 'stability', 'organization']","{'organisation': (0.7958360910415649, 106), 'reform': (0.7742114663124084, 156), 'management': (0.760637104511261, 224), 'drama': (0.7497589588165283, 114), 'organization': (0.7458484172821045, 266), 'policies': (0.7368341088294983, 108), 'stability': (0.7323331832885742, 131), 'culture': (0.7293820977210999, 229), 'humanity': (0.7293714284896851, 102), 'politics': (0.7287875413894653, 277), 'educational': (0.7247781157493591, 138), 'organ': (0.7243472337722778, 113), 'machinery': (0.7238923907279968, 111)}","{'organisation': -0.076, 'reform': -0.857, 'management': 0.366, 'drama': -0.226, 'organization': 0.735, 'policies': -0.068, 'stability': 0.579, 'culture': 0.027, 'humanity': 0.522, 'politics': -0.145, 'educational': -0.009, 'organ': -0.095, 'machinery': -0.093}"
1963,"['realm', 'institution', 'reform', 'evolution', 'identity', 'symbol', 'unity', 'organism', 'environment', 'organization', 'department', 'organisation', 'welfare', 'machinery', 'economy', 'constitution', 'nation', 'culture']","['culture', 'constitution', 'nation', 'economy', 'machinery', 'welfare', 'organisation', 'department', 'organization', 'environment', 'organism', 'unity', 'symbol', 'identity', 'evolution', 'reform', 'institution', 'realm']","{'organisation': (0.7744591236114502, 102), 'culture': (0.7609704732894897, 204), 'organization': (0.7428738474845886, 239), 'department': (0.7402017116546631, 117), 'economy': (0.737140417098999, 275), 'realm': (0.7305988073348999, 171), 'institution': (0.7239153385162354, 102), 'evolution': (0.7224411368370056, 143), 'machinery': (0.7214815616607666, 102), 'organism': (0.7205456495285034, 102), 'constitution': (0.7200216054916382, 252), 'unity': (0.7179847955703735, 279), 'identity': (0.7171977758407593, 114), 'welfare': (0.7169119119644165, 152), 'environment': (0.7109359502792358, 199), 'nation': (0.710783839225769, 514), 'reform': (0.7096073031425476, 151), 'symbol': (0.7065221071243286, 121)}","{'organisation': -0.122, 'culture': -0.187, 'organization': -0.102, 'department': -0.106, 'economy': -0.127, 'realm': 0.107, 'institution': 0.088, 'evolution': 0.073, 'machinery': -0.125, 'organism': -0.032, 'constitution': -0.166, 'unity': -0.027, 'identity': 0.054, 'welfare': -0.124, 'environment': -0.034, 'nation': -0.166, 'reform': 0.086, 'symbol': 0.039}"
1981,"['evolution', 'politics', 'organization', 'depression', 'organisation', 'preservation', 'socialism', 'perception', 'separation', 'personality', 'psychology', 'masses', 'intellectual', 'medicine', 'transformation', 'enterprise', 'perspective', 'violence', 'capitalism', 'leadership', 'institution', 'organizations', 'democratic', 'climate', 'discipline', 'culture', 'security', 'stability', 'religion', 'reform']","['reform', 'religion', 'stability', 'security', 'culture', 'discipline', 'climate', 'democratic', 'organizations', 'institution', 'leadership', 'capitalism', 'violence', 'perspective', 'enterprise', 'transformation', 'medicine', 'intellectual', 'masses', 'psychology', 'personality', 'separation', 'perception', 'socialism', 'preservation', 'organisation', 'depression', 'organization', 'politics', 'evolution']","{'capitalism': (0.7537710070610046, 113), 'organisation': (0.745132565498352, 175), 'socialism': (0.7445240616798401, 103), 'psychology': (0.7396039962768555, 106), 'culture': (0.7288053035736084, 427), 'organization': (0.7236713171005249, 357), 'democratic': (0.7198591232299805, 106), 'leadership': (0.7079660296440125, 141), 'discipline': (0.7057695388793945, 100), 'reform': (0.7055673599243164, 134), 'transformation': (0.7032016515731812, 124), 'perspective': (0.6998229026794434, 151), 'climate': (0.6965316534042358, 119), 'religion': (0.6955974102020264, 350), 'perception': (0.6940512657165527, 148), 'evolution': (0.6931950449943542, 225), 'enterprise': (0.6911499500274658, 122), 'stability': (0.6890342235565186, 184), 'medicine': (0.688720703125, 100), 'violence': (0.6878073215484619, 166), 'institution': (0.6862461566925049, 140), 'security': (0.6853450536727905, 319), 'intellectual': (0.6832718849182129, 122), 'personality': (0.6829661130905151, 179), 'politics': (0.6826989650726318, 292), 'depression': (0.6798259615898132, 106), 'masses': (0.6797981262207031, 143), 'organizations': (0.677845299243927, 101), 'preservation': (0.6774022579193115, 113), 'separation': (0.6762293577194214, 147)}","{'capitalism': -0.055, 'organisation': 0.106, 'socialism': 0.05, 'psychology': 0.033, 'culture': -0.243, 'organization': 0.244, 'democratic': -0.153, 'leadership': -0.085, 'discipline': -0.217, 'reform': -0.459, 'transformation': -0.038, 'perspective': -0.042, 'climate': -0.155, 'religion': -0.265, 'perception': 0.039, 'evolution': 0.459, 'enterprise': -0.04, 'stability': -0.264, 'medicine': -0.017, 'violence': -0.043, 'institution': -0.086, 'security': -0.26, 'intellectual': 0.008, 'personality': 0.035, 'politics': 0.287, 'depression': 0.193, 'masses': 0.018, 'organizations': -0.116, 'preservation': 0.065, 'separation': 0.037}"
